texto,label,nota
"Simplesmente incrível, um filme que respeita a sua origem e não tenta se desvincular de onde veio, sem aquela baboseira woke da atualidade, os fãs da saga estão muito bem servidos e se tudo ocorrer bem terão a oportunidade de acompanhar uma sequência. Não há como negar, Tron Ares é o melhor filme do ano em tudo o que se propôs a ser, entregou muito. A atuação, trilha sonora e efeitos gráficos são incríveis mas não são as únicas ...Leia Mais",Positivo,5.0
"Não assisti os outros filmes e fui ao cinema como fã do Jared. Para mim, o filme entregou boas atuações, trilha sonora impecável, efeitos visuais e gráficos muito bem estruturados, inclusive ao que remete aos primórdios da computação. O roteiro, porém, foi clichê, o filme é previsível desde a primeira vez que o personagem Ares aparece, e só por isso tirei uma estrela. No mais, ótimo tempo de entretenimento, sem esperar demais nem ...Leia Mais",Positivo,4.0
"The movie is really, really cool!

It's brilliant!
I don't remember seeing anything on this theme with such a high level of excellence in recent times. PS: And I am still trying to figure out how Ares made it through Flynn's grid.

The script brings history, reality, science fiction, humanity, and new possibilities together in a precise way, both in the film's big moments and in its small details.
It exceeded our (mine and my son's) ...Leia Mais",Positivo,5.0
"-A animação de número 50 da Disney  foi de agradar muito!-Uma boa história,boas canções bons personagens.Sem contar aquele cabelão da Rapunzel...Muito hilário.-Mais cai pra nós,ter Luciano Huck na dublagem é uma negação.-Assista...",Positivo,4.5
"A Disney sabe mesmo como melhorar as coisas. Nunca gostei da Aurora vugo Rapunzel, entretanto amei esse filme porque o príncipe não é um príncipe, as músicas são muito legais e é um filme muito gostoso para se assistir em família. Lógico que se vocês forem assistir dublado a decepção vai ser muita, então sigam meu conselho: vejam com as vozes originais. E só para constar roteiro foge da história original mas acredite assim ficou melhor.",Positivo,4.0
"Um filme para ser assistido tanto quando para os adultos tanto como as crianças. Bem inocente e cativante,com momentos hilários,sem contar que o filme não tem um erro nos gráficos. Recomendo assistir legendado,porque dublado tem a voz chata do Luciano Huck,já em inglês,tem uma voz mais adulta e sexy do Zachary Levi.",Positivo,5.0
"A voz de Luciano Huck causou certa estranheza. mas o filme é maravilhoso. incrivel. melhor animação que vi em toda minha vida. Vi no cinema anos atras em 3D e vi novamente agora e afirmo, filme melhor  será muito dificil!!!",Positivo,5.0
"Como pessoa que nasceu em mora em Caxias do Sul, é uma honra ver a cultura da cidade sendo representada em uma obra que se tornou tão grande assim. 
Posso dizer também que ao contrário de outros filmes nacionais, trabalharam bem o sotaque das pessoas da região da época.
E o filme realmente é bom, é realmente uma história bonita que vale a pena assistir.
Achei o nome do filme sensacional após a revelação do motivo:spoiler:quatrilho...Leia Mais",Positivo,4.5
"Esse filme é uma pedra preciosa do cinema nacional, com ótimo valor histórico e artístico. Não à toa foi indicado ao Oscar. A título de comparação, achei bem melhor que ""Eu ainda estou aqui"".Atuações seguras do elenco feminino, Patrícia Pillar e Glória Pires. A fotografia e a ambientação são boas, e o roteiro é coeso e de fácil ""digestão"". Mostra que existe cinema nacional de alto nível muito antes de Cidade de Deus.",Positivo,4.0
"Um bom filme, mas com final previsível. Excelente ambientação com paisagens lindas e figurinos que retratam bem a época. Contexto histórico envolvido, tornando-o mais interessante. Infelizmente, algumas atuações deixam a desejar. Recomendo.",Positivo,4.0
"Excelente adaptação para as telonas do livro de José Clemente Pozenato que, de fato, mereceu a indicação ao Oscar de Melhor Filme Estrangeiro de 1996! Elenco primoroso com grandes estrelas da teledramaturgia tanto nos papéis coadjuvantes (Gianfrancesco Guarnieri, José Lewgoy, Cláudio Mamberti e Cecil Thiré) quanto nos papeis principais (Patrícia Pillar e Glória Pires). Inclusive, são justamente as personagens protagonistas femininas ...Leia Mais",Positivo,5.0
"Smurfs (2025) é o novo filme animado da franquia, que estava sem lançar um longa-metragem desde 2017. Aqui temos, mais uma vez, um estúdio apostando em um reboot — e, coincidentemente, no mesmo dia da estreia deste longa, tivemos outra franquia sendo reiniciada: Eu Sei o Que Vocês Fizeram no Verão Passado.

Para comandar essa revitalização dos Smurfs, foram chamados o diretor Chris Miller, indicado ao Oscar pela animação Gato de Botas ...Leia Mais",Negativo,2.0
"pre estreia ja nos cinemas galera!!!, filminho bem meia boca e bem bobo, vai divertir criancas bem pequeninas mas a gente mais cehgar a ser irritante.",Negativo,2.0
"Fico triste ao escrever esse comentário mas foi ruim o filme e foi inesperado! Crianças pequenas até podem gostar mas qualquer adulto ou jovem que tenha assistido os smurfs originais vai achar esse filme irritante e ofensivo! Não segue a história dos personagens e viajam na maionese nela, fico decepcionada de assistir um filme que poderia dar certo se não tivesse tentando ser Woke!",Negativo,1.5
"Pior filme dos Smurfs que já vi, tinha tudo para a história ser boa, o que estraga são os personagens, a trilha sonora, o roteiro, a dublagem, TUDO! Quiseram reescrever a história dos Smurfs, mas foi péssimo",Negativo,0.5
"Às vezes me sinto extremamente nostálgica em relação aos filmes de terror. Gênero que sempre foi considerado menor pelo cinema e pela literatura ,  apresenta algumas obras que são realmente impressionantes . 
Atualmente o gênero está praticamente extinto , embora muitos filmes sejam classificados como de terror. Existe uma diferença fundamental entre terror e horror. O terror nos conecta com o mistério, com o sobrenatural, com tudo ...Leia Mais",Positivo,5.0
Um clássico do terror. Clima pesado e suspense bárbaros! Comprei o Blu-Ray a pouco tempo e a imagem está EXCELENTE! Parece filme atual!,Positivo,5.0
"Quando uma obra é bem adaptada,fica mesmo pra sempre na histó mas,quando estão em cena,Stanley Kubrick e Stephen King.Não poderia ser diferente.O Iluminado,é sim o grande pioneiro nesse tipo de gê adota vários meios de colocar medo,mesmo que seja com  no início,iremos apenas observar diálogos,que irão parecer bem chato,mas os mesmos que servem pra fazer a lógica de todo o resto da ção na atuação de Jack Nicholson,até a produção ...Leia Mais",Positivo,4.0
"Gostei muito do filme, confesso que esperava um pouco mais, mas mesmo assim gostei. A direção é ótima, a fotografia é belíssima e a atuação do Jack Nicholson é impecável. Destaque também para a atuação do menino. O filme é tenso, principalmente nas cenas em que o menino anda com o tricículo e as cenas em que o sangue sai do elevador. O filme trabalha mais o lado psicológico e talvez por isso não seja tão assustador  como um ...Leia Mais",Positivo,3.5
Uma crítica ao mundo atual muito bem feita e com muita pitada de humor. Sou fã do PTA desde Boogie Nights,Positivo,5.0
"É difícil não se impressionar com Uma Batalha Após a Outra, novo filme de Paul Thomas Anderson. A cada projeto, o diretor norte-americano se reinventa, mas desta vez ele foi além: construiu uma obra de ação grandiosa, com discussões políticas inflamadas, mas que nunca abre mão de entreter. Em 2h40 de duração, Anderson mostra que é possível unir espetáculo e reflexão, sem que um sacrifique o outro.

A premissa parte de um terreno ...Leia Mais",Positivo,4.5
"Eletrizante, fantástico, divertido e com cenas de ação que prende mesmo uma pessoa á cadeiraO Meu Amor DiCaprio nunca decepciona殺❤️❤️",Positivo,5.0
"Por enquanto, melhor filme do ano. Superou Pecadores. Leonardo DiCaprio , além do talento como ator, tem um faro incrível para escolher ótimos roteiros para atuar.",Positivo,5.0
Muito bom amei um sucesso o filme é ótimo para ver em família parabéns ao disney expicional ,Positivo,5.0
Não sei o que é que se passou com o teu pai mas eu vou te dizer uma coisa eu tenho um problema com o,Positivo,5.0
Ótima animação com roteiro esperto e graficamente muito bonito. Para  crianças e adultos. Em Wicked os animais são segregados e aqui a discriminação é entre epécies.,Positivo,4.0
"Zootopia 2 surpreende ao entregar uma continuação que supera com folga o original. O visual é absurdamente detalhado, realista sem perder charme, e a animação atinge um nível técnico que a própria Disney raramente alcança. A expansão do mundo: novos biomas, novas espécies e uma evolução natural do tema do preconceito, mostra que a sequência existe por motivo real, não só por lucro.

A trama escorrega ocasionalmente para o ...Leia Mais",Positivo,3.5
"Fazendo vista grossa às limitações técnicas que são ultrajantes ao espectador acostumado ao cinema atual, pode-se dizer que São Paulo S/A é um filme para o futuro. Como se fosse um retrato da criação do sistema abusivo e imoral que aflige o trabalhador até hoje, o filme fala sobre burn out, corrupção, existencialismo... assuntos que permanecem como problemas para a sociedade.
Comparar o cenário atual com o de 50 anos atrás é tão ...Leia Mais",Positivo,4.0
Walmor Chaga e  Eva Wilma estrelam esse filme cultuado até hoje e considerado um dos melhores filmes nacionais de todos os tempos. Filme que posição politica forte e se vê fortemente a mão do diretor nisso. Vale a pena conferir.,Positivo,4.0
"Carlos (Chagas) leva uma vida afetiva conturbada, dividindo-se entre a tresloucada Ana (Glória), a emancipada Hilda (Esmeralda) e tentando conquistar o coração da moça de família Luciana (Wilma). Consegue empregar-se na Volkswagen, e ganha dinheiro por fora, ao fazer contatos com a empresa de auto-peças de um conhecido, Arthur (Zeloni). mais em:https://magiadoreal.blogspot.com/2024/02/filme-do-dia-sao-paulo-sa-1965-luiz.html",Positivo,3.5
"Person tece um retrato visceral da metrópole em ascensão, tecendo uma crítica social profunda.

A jornada de Carlos, um homem comum engolido pela engrenagem urbana, reflete a alienação do indivíduo em meio ao ritmo frenético da cidade grande.

A crítica do filme reside na forma como expõe a desumanização do trabalho, a futilidade do consumismo e a vacuidade da vida social.

As sequências longas e contemplativas, a fotografia em preto ...Leia Mais",Positivo,5.0
"Filme além do esperado sobre grávida que teve um primeiro filho natimorto e foi internada com psicose. Agora novas visões a assobram, mas o final é fruto de um roteiro bem elaborado e cuidadoso. A força da mãe.",Positivo,4.0
"O filme me surpreendeu. Apesar dos velhos clichês do Terror, o roteiro bem elaborado e atuação segura dos atores, garante uma boa exibição. O final foge do desfecho comum e foi ok. Assistam sem receio.",Positivo,3.5
"O Nascimento do Mal é um filme de suspense com uma história inteligente e boa carga dramática. É um terror psicológico, onde o sobrenatural atua como metáfora para os medos de uma mãe traumatizada. 
A história é bem conduzida, com uma conclusão coerente e emocionante. É despretensioso e equilibra bem tensão e sentimento. Explora os desafios da maternidade e depressão, girando em torno das fragilidades da gestação.
Melissa Barrera ...Leia Mais",Positivo,4.0
Oi Gustavo ivo Figueiredo cinema Gustavo ivo Figueiredo amanhã sala 02 Gustavo ivo FigueiredoObrigado,Positivo,5.0
"Achei um filmão!!!! Apesar de na minha opinião ele ter uma boa parte da narrativa um pouco lenta, isso não compromete a história que é bem executada. As atuações foram bacanas, pois o filme consegue extrair bem o clima de suspense. Os efeitos especiais eu também gostei e achei muito bem feito, principalmente se for levar em consideração o ano de lançamento.",Positivo,4.0
"Perfeito, esplendido, excelente. Não tenho palavras para descrever o quanto acho esse filme perfeito em todos os sentidos, ótimo enredo, cenário, história, tudo muito bom. Kurt Russell é impecável em seu papel e o resto do elenco também é ótimo.",Positivo,5.0
"Pra mim esse foi uns dos melhores filmes de terror que entra na minha ,ambientação escura e sombria,um grupo de ciêntistas tentando sobreviver em lugar mais frio do mundo e poucas chance de sobrevivênçndo!!!",Positivo,5.0
"A primeira coisa é se lembrar que o filme foi lançado em 1982. Então é óbvio que alguns efeitos especiais não funcionarão, embora a maioria ainda é muito bem feito. Bom enredo, boas surpresas... recomendado!",Positivo,4.0
"O filme é um lixo, não tem história nem enredo. Extremamente apelativo, com cenas de sexo totalmente desnecessárias. Perdi tempo assistindo essa porcaria",Negativo,1.0
"Filme trás uma comédia ácida eu gostei, mais fiquei um pouco triste oque fizeram com o personagem da Aubrey Plaza.",Positivo,4.5
Filme bem divertido sobre pastor envolvido em vários crimes e detetive que se envolve com pessoas complicadas. Rápido e funciona.,Negativo,3.0
"O filme promete mas não cumpre. Uma história repleta de subgeneros (suspense, ação, sexo, drama..) que não consegue entreter. Personagens beirando ao caricato e um final previsível. Vale como um leve e esquecível passatempo..",Negativo,2.0
Emma Stone sempre valoriza os filmea. Tentativa anárquica de confrontação com uma CEO de sucesso. Diverte e só.,Negativo,3.0
"Bugonia é Yorgos Lanthimos em sua versão mais ácida e, ao mesmo tempo, mais contida. A adaptação de Save the Green Planet! abraça o absurdo e o humor satírico, mas aposta em um roteiro surpreendentemente didático, deixando menos espaço para o subtexto que costuma marcar o diretor.

Mesmo assim, a tensão funciona, o comentário social é atual e o duelo entre os personagens sustenta o filme do início ao fim. Emma Stone está ótima, ...Leia Mais",Positivo,3.5
Ainda não sinto que Lanthimos voltou às origens. Porém há cenas divertidas e a crítica é muito interessante.,Positivo,3.5
Magnifico. Produção minuciosa e gloriosa. Erivo e Grande esbanjam carisma e charme representando os estereótipos da ambição e poder versus ser. Filme inclusivo para as diferentes minorias. Belíssimo. Não é continuação mas a segunda parte da estória. Não Perca!,Positivo,5.0
"Depois do impacto causado por Wicked no ano passado, era natural que a continuação chegasse cercada de expectativas. Jon M. Chu retorna ao comando e, já nos primeiros minutos, fica evidente que a ambição visual e sonora permanece intacta. Cynthia Erivo e Ariana Grande retomam seus papéis com a mesma intensidade, carregando o filme nas costas sempre que a narrativa parece se apressar. E é justamente aí que mora o principal dilema desta ...Leia Mais",Positivo,3.5
"Sinopse:
Demonizada como a Bruxa Má do Oeste, Elphaba vive no exílio, enquanto Glinda reside na Cidade Esmeralda. Quando uma multidão furiosa se levanta contra a Bruxa Má, ela precisa se unir com Glinda para transformar a si mesma e todo o Oz, para o bem.

Crítica:
""Wicked: For Good"" é uma continuação que, apesar de alguns tropeços, consegue capturar a essência da história original e oferecer uma conclusão digna para a jornada das ...Leia Mais",Positivo,4.0
"o filme é encantador, os cenários e os figurinos são impecaveis, a magia do filme  não é apenas visual, mas um elemento central que reflete o poder, a manipulação política e as consequências das escolhas de Elphaba e Glinda, o filme mostra que uma sociedade alienada prefere a fantasia e as respostas fáceis do que acreditar na verdade, a verdadeira amizade exige sacrifício mútuo e a capacidade de se colocar no lugar do outro mesmo ...Leia Mais",Positivo,4.0
"Excelente cinebiografia de Mauricio de Souza o Walt Disney brasileiro. Filme de ótima qualidade, história emocionante. Gostei muito. Trilha sonora impecável. Um dos melhores filmes do ano.  Uma lição de vida.",Positivo,5.0
"O Pai uma Lenda Viva da nossa Grande Dramaturgia da nossa HQ brasileira, Mauricio de Souza, supera até os grandes escritores da Maior de Todas as Plataformas das HQ que é a DISNEY, tão maior que as grandes MARVEL & DC dos nossos Super Heróis de todos os tempos dos nossos famosos GIBIS, e ele como MONICA como exemplos de outros e outras personagens, me fez quando criança ler as suas histórias famosas até hoje, e eu hoje sendo um idoso ...Leia Mais",Positivo,4.0
"Filme simples, mas muito aconchegante! Deixa o coração de qualquer fã quentinho...mas, deixou um sentimento de como se estivesse faltando mais detalhes, mais fatos para ser uma biografia ""cheia"", porém, ainda sim, gostei muito!Maurício é eterno.",Positivo,5.0
Filme com direção e montagem impecáveis. A trilha sonora e a narrativa emocionam e surpreendem com fatos reais que revelam ao público a origem das personagens de quadrinhos.,Positivo,5.0
"Se Não Fosse Você chega como mais uma adaptação da escritora Colleen Hoover, autora que se tornou um fenômeno entre os romances contemporâneos. Depois do sucesso — e das polêmicas — de É Assim Que Acaba, a expectativa em torno desse novo filme era alta. Dirigido por Josh Boone, e com um elenco que reúne Allison Williams, Mckenna Grace, Dave Franco e Mason Thames, o longa adapta o livro “Regretting You” e tenta equilibrar drama, ...Leia Mais",Positivo,3.5
"Um dos poucos filmes que foi fiel ao livro. Simplesmente maravilhoso,  todos os pontos mais importantes foram abordados, foi como estar lendo o livro novamente.",Positivo,5.0
O filme está bem legal está bem melodramático e o elenco está incrível Mason e McKenna estão com uma química enorme,Positivo,5.0
"fui assitir esse filme com minha mãe, e ele passa um mensagem linda para os 2 lados da moeda❤️❤️❤️❤️",Positivo,3.5
"Palavrões, sexo forte e cenas nojentas que chegam a dar nojo. Típico dos filmes brasileiros, e ""Malu de Bicicleta"" não foge a regra, mostrando que o cinema nacional segue com uma qualidade muito baixa. Mas o longa possui seus pontos positivos. O maior deles, sem dúvida, é a angústia do protagonista em saber se sua mulher está ou não o traindo. As cenas em que Luiz Mário desconfia de sua mulher são as mais atraentes do filme, justamente ...Leia Mais",Negativo,1.5
"Não considerei uma perca de tempo assisti-lo. Porém, tem muitas cenas apelativas, muita cena de sexo e nudez desnecessárias. O ponto positivo é a história do filme em si. Apesar de ser um roteiro simples, trata de algo bem comum na vida das pessoas, q é o ciúme do cônjuge q chega a ser paranoico. É o caso do personagem de Marcelo Cerrado, q por ser um galinha ""profissional"" acha q qualquer coisinha q a mulher faz dá algum sinal de q ele ...Leia Mais",Positivo,3.5
"Malu de Bicicleta é um bom filme, divertido, irreverente e ousado. Explora um lado da comédia pouco visto no cinema nacional, onde o enfoque é somente em trocadilhos, histórias semelhantes e sempre com os mesmo atores. Assim, Malu de Bicicleta é um bom filme, um filme que entretêm de maneira original e com ótimas atuações de Marcelo Serrado e Fernanda de Freitas, com cenas de sexo, mas sem serem ilícitas e desnecessárias... Enfim recomendo! ;)",Positivo,3.5
"História cheia de intrigas, tem que prestar atenção para não perder nenhum detalhe... Boas atuações!!!",Positivo,3.5
"assisti no universal channel, excelente drama/suspense, já o havia assistido em dvd e também na tv aberta em outra oportunidade, história bem produzida e dirigida, atuações muito convincentes, cenas de suspense bem legais, dublagem nota dez.",Positivo,5.0
"Muito bom! Realmente é uma boa mistura de drama com suspense em que vemos dois personagens que não se conheciam travando uma guerra levada às últimas consequências quando no mesmo dia os dois perdem compromissos que mudariam suas vidas completamente após um acidente de carro envolvendo os protagonistas. Realmente as duas histórias a princípio desconexas, se encaixam perfeitamente ainda no começo do filme e acabam convergindo após ...Leia Mais",Positivo,4.0
"Filme cheio de intrigas, com muitas maldades e interpretações convincentes de Ben Affleck e Samuel L. Jackson. Trás reflexões para o nosso dia a dia, e te prende pela boa história que tem. Recomendo.",Positivo,4.0
"Musical anárquico, divertidíssimo!Após 37 anos do lançamento continua inteligente e atual.A interpretação do Tim Curry é um show a parte",Positivo,5.0
"Com um visual meio Cabaré, The Rocky Horror Picture Show se mostra uma agradável surpresa. Musicais tendem a ter músicas que ""grudam"", porém este específico chega a dar um desejo descontrolável que chegue o momento da próxima canção só para se certificar que o ritmo vai se manter do início ao fim.
           A primeira metade do filme é a melhor, mas seu ápice ocorre com a aparição do Dr. Frank-N-Further (com uma ótima atuação ...Leia Mais",Positivo,4.0
"Com toda certeza um clássico no mundo dos musicais, o filme pra mim em particular não pode fazer muito sentido mas as músicas e a ousadia o filme faz valer a pena.",Positivo,4.0
Tim Curry e Susan Sarandon brilham nesse clássico dos anos 70 que dividiu opiniões na época e até hoje. Um filme forte e repleto de qualidade. Grande filme.,Positivo,4.5
"Um excelente filme, do estilo que eu gosto, com um enredo bem amarrado e sem deixar nenhuma ponta solta. Até agora, pra mim, é o melhor filme do ano. O melhor filme também neste estilo, chamado em inglês de ""CAPER THRILLER FILM"", mas que não teria tradução adequada no português; talvez um ""SUSPENSE CRIMINAL SEM MORTES"" cairia bem. Bom, sem comentar muito, pra não prejudicar ninguem e acabar escapando algum ""spoiler"", vale dar umas dicas, ...Leia Mais",Positivo,5.0
"O filme é uma obra-prima com uma história bem inteligente, envolvente e que não conseguimos decifrar em nenhum momento o final,spoiler:principalmente pela grande reviravolta no final. O filme mistura um pouco de aventura, ação e drama. O elenco é excelente e todos têm ótimas atuações. Recomendo.",Positivo,5.0
"É um ótimo filme, vale o ingresso, cheio de ação, suspense, comedia, efeitos especiais na medida certa e um dialogo bem elaborado e dirigindo,e também com muitos clichês o que não tira o brilhantismo do filme.eu recomendo.",Positivo,5.0
"Um ótimo filme. Além de um grande roteiro, atores qualificados, grandes efeitos especiais e truques. Vale a pena assistir!",Positivo,5.0
"A Meia-Irmã Feia chegou aos holofotes após sua estreia no Festival de Sundance, e rapidamente se consolidou como um dos grandes destaques do evento — e, para muitos, um dos melhores filmes de terror do ano. A diretora e roteirista Emilie Blichfeldt revisita o clássico conto da Cinderela, mas troca a magia do castelo pela carne exposta da imperfeição. Seu olhar não se volta para a princesa, mas para quem sempre ficou à sombra dela: a ...Leia Mais",Positivo,3.5
Muito bom! O filme aborda a história de uma forma bem interessante. e os figurinos são muito bonitos...,Positivo,4.0
"O melhor filme de terror de 2025 (até agora). Suspense no talo, tosco, nojento pra caralho, perturbador, e muito divertido! Que surpresa!",Positivo,5.0
"Irei assistir ao filme em outubro, nos cinemas brasileiros. Estudo Psicologia e estou muito ansioso para assistir, pois ele aborda um pouco sobre esse tema. Assim que eu assistir, volto para editar a minha avaliação.",Positivo,5.0
"De Menor/Underage (2014) é o primeiro longa-metragem dirigido por Caru Alves de Souza. O roteiro funciona de forma quase didática, pelo ponto de vista de Helena (Rita Batata), uma advogada que trabalha na defesa de menores de idade delinquentes. Ao mesmo tempo é apresentada, de uma forma intimista, a relação dela com seu irmão Caio (Giovanni Gallo), que está sobre sua guarda desde que os pais deles faleceram e que acaba cometendo um ...Leia Mais",Positivo,4.5
"Excepcional esse filme da Caru Alves de Souza. A atmosfera impressa pela cineasta é muito, mas muito crível. E o filme é real na mesma proporção. Eu gostei muito do roteiro também, que foge de todos os didatismos possíveis, como quando nos apresenta a história dos irmãos, e o que que aconteceu com eles pra eles ficarem sozinhos no mundo. A atuação de Rita Batata é maravilhosa e me surpreendeu muito. Ela segura o filme o tempo todo. A ...Leia Mais",Positivo,4.5
"O filme pode até ser inteligente. Porém ele vai se resumir a isso. A narrativa é extremamente lenta e não empolga muito. É um filme brasileiro como a maioria, um pouco fraco. A ideia é relevante, porém o filme não te prende, não conquista, não seduz, não te faz chorar! O filme termina como começou, sem muita emoção ou pretensão. A filmagem é simplista demais, se a ideia era essa não me cativou ou tudo pode ter esbarrado no baixo ...Leia Mais",Negativo,2.0
"Sinceramente apesar de ser um filme infantil, a ideia não é tão infantil assim. Pode até ser que tenha um atrativo para as crianças em função de vários momentos musicais e até mesmo pelo belo visual que abusa em alguns momentos das cores. Mas a história é bem atual, passando por desprezo, falta de empatia, bulling. Adorei.",Positivo,4.0
Lindo lindo... pena que o desfecho vem de maneira rápida e simplificada demais .... mas mesmo assim é uma animação com selo Disney de beleza e emoção. Entre as melhores da marca.,Positivo,4.5
"O último filme da Disney, ENCANTO, me lembrou o livro ""Cem anos de solidão"", do premiado escritor colombiano Gabriel Garcia Márquez. O romance de Márquez é considerado realismo mágico, e conta a história de várias gerações de uma família que reside em uma casa descrita lindamente, localizada em um vilarejo fictício, Macondo. As borboletas amarelas fazem parte da magia do romance de Gabriel Garcia Márquez, e aparecem em profusão no ...Leia Mais",Positivo,4.0
"A animação é muito fofa e muito linda, porém, esperava MUITO mais. o fator principal de que não gostei foi que tiveram muitos conflitos e pouco desenvolvimento (uma história rasa, sabe?) algo bem ""água com açúcar"" :)",Positivo,3.5
"Como o Irã produz filmes de excelência. Nesta trama uma atriz famosa fica emocionalmente abalada pelo vídeo caseiro que mostra o suposto suicídio de uma moça que queria ser atriz e não conseguiu apoio familiar e nem foi atendida por esta atriz em inúmeras ligações. O filme narra a investigação da atriz e de um diretor na busca da verdade, com clima intimista e profundo. Um poema a arte do cinema.",Positivo,4.5
"Excelente! Uma aula sobre histerias (Freud), através do olhar extremamente sensível do aclamado e perseguido político Jafar Panahi. O diretor e protagonista viaja com uma amiga atriz em busca de uma jovem admiradora desta, q teria tentado suicídio. Intenso e divertido, leve e verdadeiro, tudo ao mesmo tempo. Aula de cinema.",Positivo,5.0
"O Agente Secreto consegue traduzir a alma brasileira na tela, um feito e tanto. O roteiro combina, de maneira orgânica, questões entranhadas na nossa sociedade. Estão lá a corrupção, a mistura do público e privado, a violência, as desigualdades sociais, mas também a doçura, o afeto, a solidariedade, o sexo livre e a alegria de viver do brasileiro. E a resistência ao totalitarismo. Todos os inúmeros personagens do filme são ricos, ...Leia Mais",Positivo,5.0
例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例例,Positivo,4.0
"Filme muito bons, ótima crítica ao passado e ao presente. Ritmo do filme é muito bom e não sentimos as horas passando",Positivo,4.5
"O filme é excelente. KMF prova cada mais para o que veio. O elenco inteiro é ótimo e Wagner Moura nem se fala, ele realmente merece o Oscar.",Positivo,5.0
"Apostaram em um famoso elenco para alavancar o roteiro que como um outro similiar, se tratava apenas de um fato isolado da vida desse ícone. Ficou fraco, falta emocionar, tudo parece fake e forçado.",Negativo,2.0
"Um filme bem estruturado, te prende do início ao final, com boa atuação e audiovisual, porém, a narrativa é difícil com bastante termo técnico no nicho, isso dificulta um pouco a imersão no enredo.",Positivo,3.5
Super top. Digno de um filme real de Cinema ✨✨✨A aventura começa quando tens q lutar para sobreviver ❤️❤️,Positivo,5.0
"Desde que grandes estúdios passaram a buscar maneiras de resgatar o brilho de franquias antigas, poucas tiveram um retorno tão convincente quanto Predador. Depois de anos marcados por filmes irregulares, Dan Trachtenberg reacendeu o interesse do público com Prey, lançado em plena pandemia, quando muitos acreditavam que a franquia já não tinha mais nada a oferecer. Ali, ele demonstrou domínio sobre o universo e abriu portas para novas ...Leia Mais",Positivo,3.5
"Predador: terras selvagens é o 6ª filme da saga e acontece 3 anos após o último. A direção permanece com Dan Trachtenberg e roteiro permanece com Patrick Aison. Na trama, acompanhamos um predador chamado Dek, que é expulso do clã pelo seu pai. Em busca de maior reconhecimento, Dek busca uma jornada em um planeta para enfrentar um adversário supremo. Aos poucos percebe que terá que se aliar com Thia (Elle Fanning) para obter sucesso na ...Leia Mais",Positivo,3.5
"Esse filme é tão bem feito, pegaram a coisa que as pessoas tem mais medo no mundo, Jesus, Deus, o medo de pecar, esse filme cumpre com a proposta do terror do desconhecido, e quem diz que não gosta é só por medo, o medo de estar pecando, de estar desrespeitando o seu Deus, o filme é magnífico e eu não tenho palavras para descrever o medo que eu senti, isso é arte.",Positivo,5.0
Filme blasfemo não é preciso assistir  da para ver na sinopse que meche com a história de Jesus. Invertendo o comportamento de Jesus como sendo mal.  Péssimo Filme.,Negativo,0.5
"Sombras no Deserto é aquele tipo de filme que já nasce dividido. Sua própria proposta, revisitar a infância de Jesus Cristo por meio de uma lente sombria e de terror, é suficiente para despertar curiosidade em alguns e resistência em outros. Dirigido e roteirizado por Lotfy Nathan, o longa se apoia no Evangelho da Infância de Tomé, um texto apócrifo do século II que apresenta episódios pouco conhecidos sobre os primeiros anos de vida ...Leia Mais",Negativo,2.5
"""Sombras no Deserto"" falha em criar tensão, arrasta-se numa história pouco envolvente e com personagens mal desenvolvidos. A realização é fraca e os diálogos soam artificiais. Busca legitimidade em cima da história de personagens bíblicos,  mas que sua própria narrativa auto-sabota. Perda de tempo. assistir essa ""obra"".",Negativo,0.5
"Filme magnifico em cada detalhe. Tudo gravita em torno da força e carisma da nossa Diva. Roteiro, personagens e cenas de alto impacto. Fura a bolha da polarização, pela sua humanidade, serenidade e indignação. Uma história real que merece ser contada. Não curto o cinema nacional, mas torço para que seja indicado ao Oscar. Claro, que para vencer depende da vontade e disposição da Diva para divulgação. Não perca, de jeito nenhum!",Positivo,5.0
Que filme forte! A expressividade de Fernanda é comovente e tem tanto a dizer que diálogos não poderiam transmitir. Um enredo real e triste dos nossos dias. Impactante atuação.,Positivo,4.5
"Me sinto honrada em poder assistir no cinema Fernanda Montenegro, com seus 95 anos dando um show de atuação, como sempre. Adorei o filme e tomei Nina como inspiração, obrigada Andrucha 凉",Positivo,5.0
Entregar nas atuações já virou de lei quando se trata de Fernanda Montenegro. Que filme! Que história!,Positivo,5.0
"Simplesmente perfeito, Bruce
. Springsteen escolheu pessoalmente o ator que representa ele no filme Jeremy Allen White, Bruce garantiu que seria feita fielmente a história verdadeira sobre  sua vida, dirigida por Steven Spilberg, garante o sucesso com participação da Disney+ que depois fará a reprodução para TV, 
Se prepare para grandes emoções para os fãs que respeitam e admiram sua carreira, Bruce é um artista completo, contagiante e ...Leia Mais",Positivo,4.5
"Springsteen: Salve-me do Desconhecido chega como uma cinebiografia que tenta escapar da velha fórmula hollywoodiana dos grandes espetáculos e dos clichês de superação. E, ao menos na intenção, Cooper acerta: o recorte escolhido — a criação do álbum Nebraska (1982), de Bruce Springsteen — é uma das fases mais íntimas e desafiadoras da carreira do músico. O problema é que, ao tentar fugir das convenções do gênero, o diretor ...Leia Mais",Negativo,3.0
